"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","16","50","50","1","168.590240","0","50"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","16","6","6","1","19.880085","0","6"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","16","19","19","1","47.027569","0","19"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","16","115","115","1","259.028412","0","115"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","16","968","996","1","1934.544434","0","996"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","16","33","1","1","96.345047","0","192"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","16","4","4","1","12.999935","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","16","4","4","1","15.245482","0","4"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","16","19","1","1","57.113487","0","74"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","16","7","8","1","23.876312","0","10"
"/Game/LowPolyCity/Materials/M_LowPolyCity_01.M_LowPolyCity_01","16","21","2","1","6.553578","0","85"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","16","2","2","1","4.500942","0","2"
"/Game/Toony_Tiny_Citizens/Materials/M_Citizens_A.M_Citizens_A","16","33","2","1","50.525360","0","160"
"/Game/Toony_Tiny_Citizens/Materials/M_Citizens_B.M_Citizens_B","16","24","1","1","7.066673","0","95"
"/Game/Toony_Tiny_Citizens/Materials/M_Floor.M_Floor","16","21","1","1","72.306847","0","104"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt2.Mat_T_Alienboy_tshirt2","16","34","4","1","8.947666","0","218"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts5.Mat_T_Alienboy_shorts5","16","34","8","1","9.580462","0","172"
"/Game/Alienboy/material/head/Mat_T_Alienboy_head1.Mat_T_Alienboy_head1","16","24","4","1","6.792058","0","92"
"/Game/Alienboy/material/eyes/Mat_T_Alienboy_eyes.Mat_T_Alienboy_eyes","16","24","1","1","6.503932","0","118"
"/Game/Alienboy/material/cross/Mat_T_Alienboy_cross1.Mat_T_Alienboy_cross1","16","24","4","1","6.560164","0","90"
"/Game/Alienboy/material/cap/Mat_T_Alienboy_cap1.Mat_T_Alienboy_cap1","16","34","7","1","8.634243","0","195"
"/Game/Alienboy/material/body/Mat_T_Alienboy_body1.Mat_T_Alienboy_body1","16","24","3","1","6.680454","0","121"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt9.Mat_T_Alienboy_tshirt9","16","34","6","1","8.919565","0","207"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt8.Mat_T_Alienboy_tshirt8","16","34","7","1","9.335898","0","158"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt7.Mat_T_Alienboy_tshirt7","16","34","3","1","8.643188","0","184"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt6.Mat_T_Alienboy_tshirt6","16","34","7","1","9.251621","0","157"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt5.Mat_T_Alienboy_tshirt5","16","34","7","1","9.540594","0","184"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt4.Mat_T_Alienboy_tshirt4","16","34","3","1","9.707026","0","186"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt3.Mat_T_Alienboy_tshirt3","16","34","7","1","9.892922","0","157"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt10.Mat_T_Alienboy_tshirt10","16","34","8","1","9.561673","0","195"
"/Game/Alienboy/material/tshirt/Mat_T_Alienboy_tshirt1.Mat_T_Alienboy_tshirt1","16","34","6","1","8.531318","0","175"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts9.Mat_T_Alienboy_shorts9","16","34","2","1","8.807486","0","172"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts8.Mat_T_Alienboy_shorts8","16","34","6","1","7.835001","0","158"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts7.Mat_T_Alienboy_shorts7","16","34","2","1","7.740575","0","149"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts6.Mat_T_Alienboy_shorts6","16","34","8","1","8.627191","0","141"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts4.Mat_T_Alienboy_shorts4","16","34","7","1","9.359830","0","157"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts3.Mat_T_Alienboy_shorts3","16","34","8","1","8.734674","0","162"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts2.Mat_T_Alienboy_shorts2","16","34","2","1","9.560596","0","164"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts10.Mat_T_Alienboy_shorts10","16","34","7","1","8.224454","0","157"
"/Game/Alienboy/material/shorts/Mat_T_Alienboy_shorts1.Mat_T_Alienboy_shorts1","16","34","7","1","8.037313","0","157"
"/Game/Alienboy/material/head/Mat_T_Alienboy_head5.Mat_T_Alienboy_head5","16","24","4","1","6.584672","0","107"
"/Game/Alienboy/material/head/Mat_T_Alienboy_head4.Mat_T_Alienboy_head4","16","24","2","1","6.528223","0","121"
"/Game/Alienboy/material/head/Mat_T_Alienboy_head3.Mat_T_Alienboy_head3","16","24","4","1","6.668833","0","104"
"/Game/Alienboy/material/head/Mat_T_Alienboy_head2.Mat_T_Alienboy_head2","16","24","4","1","6.447166","0","86"
"/Game/Alienboy/material/floor/Mat_T_Alienboy_floor.Mat_T_Alienboy_floor","16","21","7","1","42.055084","0","89"
"/Game/Alienboy/material/cross/Mat_T_Alienboy_cross4.Mat_T_Alienboy_cross4","16","24","3","1","6.361169","0","104"
"/Game/Alienboy/material/cross/Mat_T_Alienboy_cross3.Mat_T_Alienboy_cross3","16","24","3","1","6.307303","0","108"
"/Game/Alienboy/material/cross/Mat_T_Alienboy_cross2.Mat_T_Alienboy_cross2","16","24","3","1","6.371500","0","104"
"/Game/Alienboy/material/cap/Mat_T_Alienboy_cap5.Mat_T_Alienboy_cap5","16","34","6","1","8.691439","0","179"
"/Game/Alienboy/material/cap/Mat_T_Alienboy_cap4.Mat_T_Alienboy_cap4","16","34","3","1","8.499760","0","175"
"/Game/Alienboy/material/cap/Mat_T_Alienboy_cap3.Mat_T_Alienboy_cap3","16","34","8","1","10.601816","0","195"
"/Game/Alienboy/material/cap/Mat_T_Alienboy_cap2.Mat_T_Alienboy_cap2","16","34","6","1","11.187024","0","206"
"/Game/Alienboy/material/body/Mat_T_Alienboy_body5.Mat_T_Alienboy_body5","16","24","1","1","7.903055","0","135"
"/Game/Alienboy/material/body/Mat_T_Alienboy_body4.Mat_T_Alienboy_body4","16","24","1","1","7.813133","0","135"
"/Game/Alienboy/material/body/Mat_T_Alienboy_body3.Mat_T_Alienboy_body3","16","24","4","1","7.622308","0","125"
"/Game/Alienboy/material/body/Mat_T_Alienboy_body2.Mat_T_Alienboy_body2","16","24","3","1","7.051805","0","119"
"/Game/Alienboy/material/cross/Mat_T_Alienboy_cross5.Mat_T_Alienboy_cross5","16","24","2","1","7.415602","0","152"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","16","21","2","1","9.987033","0","101"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","16","21","2","1","74.478111","0","110"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","16","42","1","1","152.656097","0","425"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_TableRound.M_TableRound","16","21","4","1","75.782959","0","112"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Statue.M_Statue","16","21","2","1","72.461189","0","106"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Chair.M_Chair","16","21","4","1","71.676476","0","112"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","16","21","2","1","87.905128","0","120"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","16","21","1","1","58.067558","0","209"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","16","21","4","1","65.817139","0","101"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","16","30","4","1","6.890975","0","179"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Frame.M_Frame","16","21","4","1","61.414188","0","111"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Glass.M_Glass","16","42","2","1","131.237305","0","364"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","16","112","1","1","261.910828","0","1766"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","16","21","4","1","68.812347","0","121"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","16","21","4","1","70.791214","0","112"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","16","21","1","1","69.254868","0","101"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","16","21","3","1","68.847885","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","16","21","4","1","69.317375","0","124"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","16","21","3","1","68.904953","0","133"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Water_Lake.M_Water_Lake","16","21","3","1","68.962677","0","115"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","16","21","2","1","66.989037","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","16","21","3","1","69.197365","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","16","21","3","1","67.348984","0","124"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","16","21","4","1","67.637375","0","124"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","16","21","3","1","68.225082","0","134"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","16","21","4","1","66.719666","0","116"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","16","21","1","1","66.128281","0","116"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","16","21","3","1","66.183609","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","16","21","3","1","64.467377","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","16","21","4","1","64.376190","0","110"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","16","21","1","1","64.259186","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","16","21","4","1","64.698235","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","16","21","3","1","66.570976","0","121"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","16","21","2","1","66.094086","0","108"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","16","21","3","1","66.338974","0","127"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","16","21","4","1","66.488358","0","127"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","16","21","2","1","65.760864","0","97"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","16","21","3","1","65.601860","0","102"
"/Game/Alienboy/Demo/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","16","21","3","1","72.449966","0","129"
"/Game/Alienboy/Demo/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","16","21","2","1","70.220558","0","99"
"/Game/Alienboy/Demo/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","16","21","3","1","68.617897","0","125"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","16","21","2","1","66.916656","0","112"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","16","21","3","1","68.412025","0","105"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","16","21","4","1","69.948586","0","128"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","16","21","4","1","69.190750","0","108"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","16","21","1","1","69.790276","0","117"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","16","21","1","1","70.073608","0","116"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Lamp.M_Lamp","16","21","2","1","67.703865","0","108"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","16","21","2","1","68.917114","0","123"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","16","84","1","1","218.885254","0","1053"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Spark.M_Spark","16","24","5","1","86.539978","0","104"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","16","32","5","1","117.360153","0","203"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","16","36","5","1","128.812744","0","229"
"/Game/Alienboy/Demo/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","16","4","4","2","9.294710","0","4"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","16","24","4","1","77.518097","0","132"
"/Game/Alienboy/Demo/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","16","21","4","1","69.414299","0","98"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","16","21","4","1","75.365501","0","119"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","16","21","4","1","74.316124","0","100"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","16","33","2","1","113.555428","0","218"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","16","21","2","1","78.017128","0","94"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","16","21","1","1","73.787521","0","89"
"/Game/Alienboy/Demo/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","16","2","2","1","9.352470","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","16","2","2","1","9.792048","0","2"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","16","21","4","1","7.147437","0","117"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","16","33","2","1","11.021893","0","237"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","16","70","9","1","13.965890","0","824"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","16","70","5","1","16.154943","0","680"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","16","320","4","2","406.502380","0","13081"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","16","12","4","1","39.895233","0","34"
"/Game/DodgeBallz/Dodgball_01/Dodgball01_lambert2.Dodgball01_lambert2","16","12","1","1","3.384027","0","38"
"/Game/Geometry/Flag/Pole.Pole","16","24","4","1","6.868371","0","131"
"/Game/Geometry/Flag/flag_cloth.flag_cloth","16","68","6","1","18.009743","0","908"
"/Game/Charaters/Michelle_4/Ch03_Body.Ch03_Body","16","24","4","1","6.898620","0","130"
"/Game/Enemy_AI/blinn2.blinn2","16","12","3","1","3.463845","0","37"
"/Game/Enemy_AI/blinn1.blinn1","16","12","3","1","3.650956","0","41"
"/Game/DodgeBallz/blinn3.blinn3","16","12","1","1","3.100360","0","47"
"/Game/DodgeBallz/blinn2.blinn2","16","12","1","1","4.601838","0","38"
"/Game/DodgeBallz/lambert3.lambert3","16","12","4","1","3.247662","0","39"
"/Game/DodgeBallz/lambert4.lambert4","16","12","4","1","3.562593","0","32"
"/Game/DodgeBallz/blinn1.blinn1","16","12","4","1","4.248796","0","32"
"/Game/DodgeBallz/blinn4.blinn4","16","21","4","1","7.488189","0","111"
"/Game/Charaters/Jolleen_34/phong1.phong1","16","24","4","1","7.361782","0","124"
"/Game/Charaters/Jackie_29/Ch29_Body.Ch29_Body","16","56","3","1","136.905533","0","419"
"/Game/Charaters/Amy_46/Ch46_body.Ch46_body","16","24","4","1","5.653837","0","118"
"/Game/Charaters/Mousey/Ch14_Body.Ch14_Body","16","24","4","1","5.474289","0","130"
"/Game/Charaters/Mannaquin/Ch36_Body.Ch36_Body","16","24","4","1","7.298542","0","130"
"/Game/Charaters/Ortiz/Ch43_Body.Ch43_Body","16","24","3","1","6.592905","0","137"
"/Game/Geometry/Flag/lambert4.lambert4","16","24","1","1","6.233129","0","127"
"/Game/Geometry/Flag/lambert5.lambert5","16","24","4","1","26.845419","0","104"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","16","21","4","1","64.111069","0","93"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Burst.M_Burst","16","30","5","1","90.731972","0","182"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","16","24","4","1","76.509460","0","114"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/m_flare_01.m_flare_01","16","32","5","1","98.154320","0","199"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","16","32","4","1","6.989158","0","243"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Shelf.M_Shelf","16","21","3","1","66.179619","0","101"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Door.M_Door","16","21","4","1","66.807945","0","98"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","16","12","4","1","36.613583","0","32"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Bush.M_Bush","16","46","9","1","123.234314","0","361"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","16","12","3","1","35.206890","0","37"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Rock.M_Rock","16","21","4","1","73.700012","0","143"
"/Game/Alienboy/Demo/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","16","21","4","1","5.682237","0","100"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","16","140","12","2","33.073929","0","1421"
