"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Alienboy/Demo/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Lamp.M_Lamp","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","16","0","84","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Spark.M_Spark","16","0","24","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","16","0","32","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","16","0","36","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","16","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","16","0","30","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","16","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","16","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","16","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","16","0","33","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","16","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","16","0","4","2","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","16","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","16","0","2","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","16","0","21","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","16","0","33","1","0.000000","0","33"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","16","0","76","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","16","0","76","1","0.000000","0","0"
"/Game/Geometry/Flag/Pole.Pole","16","0","24","1","0.000000","0","0"
"/Game/Geometry/Flag/flag_cloth.flag_cloth","16","0","72","1","0.000000","0","0"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","16","0","340","2","0.000000","0","0"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/Dodgball_01/Dodgball01_lambert2.Dodgball01_lambert2","16","0","12","1","0.000000","0","0"
"/Game/Charaters/Michelle_4/Ch03_Body.Ch03_Body","16","0","24","1","0.000000","0","0"
"/Game/Enemy_AI/blinn2.blinn2","16","0","12","1","0.000000","0","0"
"/Game/Enemy_AI/blinn1.blinn1","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/blinn3.blinn3","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/blinn2.blinn2","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/lambert3.lambert3","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/lambert4.lambert4","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/blinn1.blinn1","16","0","12","1","0.000000","0","0"
"/Game/DodgeBallz/blinn4.blinn4","16","0","21","1","0.000000","0","0"
"/Game/Cloud_Stuff/fog_cloud_MAT.fog_cloud_MAT","16","0","162","1","0.000000","0","0"
"/Game/Charaters/Jolleen_34/phong1.phong1","16","0","24","1","0.000000","0","0"
"/Game/Charaters/Jackie_29/Ch29_Body.Ch29_Body","16","0","56","1","0.000000","0","0"
"/Game/Charaters/Amy_46/Ch46_body.Ch46_body","16","0","24","1","0.000000","0","0"
"/Game/Charaters/Mousey/Ch14_Body.Ch14_Body","16","0","24","1","0.000000","0","0"
"/Game/Charaters/Mannaquin/Ch36_Body.Ch36_Body","16","0","24","1","0.000000","0","0"
"/Game/Charaters/Ortiz/Ch43_Body.Ch43_Body","16","0","24","1","0.000000","0","0"
"/Game/Geometry/Flag/lambert4.lambert4","16","0","24","1","0.000000","0","0"
"/Game/Geometry/Flag/lambert5.lambert5","16","0","24","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_Burst.M_Burst","16","0","30","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","16","0","24","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/m_flare_01.m_flare_01","16","0","32","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","16","0","32","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Shelf.M_Shelf","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Door.M_Door","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","16","0","12","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Bush.M_Bush","16","0","48","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","16","0","12","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Props/Materials/M_Rock.M_Rock","16","0","21","1","0.000000","0","0"
"/Game/Alienboy/Demo/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","16","0","21","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","16","0","152","2","0.000000","0","0"
